case_id,source_title,court,decision_date,text_length_chars,case_category_guess,is_california_state_case,is_federal_case,is_out_of_state_case,contains_criminal_signal,contains_admin_signal,contains_procedure_only_signal,has_full_text,has_potential_fact_background,status,excluded_reason,notes
US_california_272256,Calvin C. Shobe v. The People of the State of California,Court of Appeals for the Ninth Circuit,1966-10-10,7756,unclear,False,True,True,True,False,True,True,True,fail,federal_case,
US_california_1122150,Bradner v. Woods,California Court of Appeal,1939-02-07,9628,unclear,True,False,False,False,False,False,True,False,fail,no_liability_damages_keyword,
US_california_2203322,Ishimatsu v. Regents of University of California,California Court of Appeal,1968-10-28,24358,unclear,True,False,False,False,True,False,True,True,fail,administrative_public_law_signal,
US_california_1172395,Walsh v. Kirby,California Supreme Court,1974-12-11,29221,unclear,False,False,True,True,False,False,True,False,fail,out_of_state_or_not_california_state,
US_california_500118,"Bankr. L. Rep. P 72,146 in Re Thc Financial Corp., a Hawaii Corporation, Debtor. Lily M. Okamoto v. Thc Financial Corporation",Court of Appeals for the Ninth Circuit,1988-01-19,11160,unclear,False,True,True,False,False,True,True,True,fail,federal_case,
US_california_1173671,People v. Gory,California Supreme Court,1946-06-25,40178,unclear,False,False,True,True,False,False,True,False,fail,out_of_state_or_not_california_state,
US_california_2209802,People v. Alexander,California Court of Appeal,1960-06-29,28466,auto_accident,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_99790,Marcus Brown Holding Co. v. Feldman,Supreme Court of the United States,1921-04-18,9710,personal_injury,False,False,True,True,True,True,True,False,fail,out_of_state_or_not_california_state,ip signal present; insurance coverage signal present
US_california_1182417,In Re Dearo,California Court of Appeal,1950-02-17,26079,unclear,True,False,False,True,True,False,True,False,fail,criminal_habeas_signal,
US_california_533627,"Hydrostorage, Inc., a Tennessee Corporation v. Northern California Boilermakers Local Joint Apprenticeship Committee, an Unincorporated Association Division of Apprenticeship Standards Gail W. Jesswein, in His Capacity as Chief of the Division of Apprenticeship Standards California Apprenticeship Council",Court of Appeals for the Ninth Circuit,1989-12-06,53113,personal_injury,False,True,True,False,False,True,True,False,fail,federal_case,
US_california_1186078,"Shirley v. National Applicators of California, Inc.",Court of Appeals of Arizona,1977-04-26,13550,personal_injury,False,False,True,True,False,False,True,False,fail,out_of_state_or_not_california_state,
US_california_1187423,Bennett v. California Trust Co.,California Supreme Court,1936-05-15,5833,unclear,False,False,True,False,False,False,True,True,fail,out_of_state_or_not_california_state,
US_california_1208290,Teitelbaum v. California,Supreme Court of the United States,1959-03-30,552,unclear,False,False,True,False,False,False,False,False,fail,no_full_text_or_too_short,
US_california_1190134,State Farm Mutual Automobile Insurance v. O'Brien,California Supreme Court,1975-04-24,32973,auto_accident,False,False,True,False,False,False,True,True,fail,out_of_state_or_not_california_state,insurance coverage signal present
US_california_1193681,Kenney v. Wolff,California Court of Appeal,1948-03-26,23149,unclear,True,False,False,False,True,False,True,False,fail,administrative_public_law_signal,
US_california_1194225,"Friedman v. Mt. Village, Inc.",Court of Appeals of Oregon,1982-02-08,17217,fraud_damages,False,False,True,True,False,True,True,True,fail,out_of_state_or_not_california_state,ip signal present
US_california_627247,United States v. Daniel William,Court of Appeals for the Ninth Circuit,2012-04-13,4709,unclear,False,True,True,True,False,True,True,False,fail,federal_case,
US_california_1147719,Marsden v. Collins,California Court of Appeal,1937-10-13,4166,auto_accident,True,False,False,False,False,True,True,True,warning,,procedure term present but factual background detected
US_california_1147981,"Moise v. Fairfax Markets, Inc.",California Court of Appeal,1951-10-16,14938,personal_injury,True,False,False,False,False,False,True,True,pass,,
US_california_1148104,People v. Wilson,California Court of Appeal,1951-10-10,5771,unclear,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_1148125,Guerra v. Brooks,California Supreme Court,1951-11-02,9474,auto_accident,False,False,True,False,False,False,True,True,fail,out_of_state_or_not_california_state,
US_california_1155304,Love v. White,California Supreme Court,1961-06-29,5847,contract_damages,False,False,True,False,False,False,True,True,fail,out_of_state_or_not_california_state,
US_california_1157909,Dawson v. Bank of America National Trust & Savings Ass'n,California Court of Appeal,1950-11-02,12055,contract_damages,True,False,False,False,False,False,True,False,fail,insurance_coverage_only_signal,insurance coverage signal present
US_california_1158543,Whelan v. Zahniser,California Court of Appeal,1949-07-08,11847,unclear,True,False,False,False,False,False,True,False,fail,no_specific_liability_category,
US_california_1159352,Continental Banking Co. v. City of Escondido,California Court of Appeal,1937-06-15,10311,unclear,True,False,False,False,False,True,True,False,fail,procedure_only_signal,
US_california_582465,"Gary Duane Tamborrino v. Eddie R. Myers, Warden Attorney General of the State of California",Court of Appeals for the Ninth Circuit,1992-04-23,4436,unclear,False,True,True,True,False,True,True,True,fail,federal_case,
US_california_1164844,People v. Swanson,California Court of Appeal,1938-01-26,12759,auto_accident,True,False,False,True,False,False,True,False,fail,criminal_habeas_signal,
US_california_1166900,Comstock v. Board of Trustees,California Court of Appeal,1937-05-08,3844,unclear,True,False,False,False,True,False,True,False,fail,administrative_public_law_signal,
US_california_1167244,People v. Mason,California Court of Appeal,1936-02-21,5964,personal_injury,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_1168921,Benner v. Industrial Accident Commission,California Supreme Court,1945-05-18,27171,personal_injury,False,False,True,False,True,True,True,True,fail,out_of_state_or_not_california_state,insurance coverage signal present
US_california_1168918,Roff v. Crenshaw,California Court of Appeal,1945-06-08,9013,unclear,True,False,False,False,False,True,True,False,fail,procedure_only_signal,
US_california_1169631,Burnett v. Banks,California Court of Appeal,1955-02-08,15095,personal_injury,True,False,False,False,False,True,True,True,fail,no_liability_damages_keyword,
US_california_1170090,Busch v. Turner,California Supreme Court,1945-08-14,15997,unclear,False,False,True,False,True,True,True,True,fail,out_of_state_or_not_california_state,
US_california_1170094,Independent Laundry v. Railroad Com.,California Court of Appeal,1945-09-21,20359,personal_injury,True,False,False,False,False,True,True,True,fail,no_liability_damages_keyword,
US_california_1170096,People v. Shields,California Court of Appeal,1945-08-30,23842,personal_injury,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_1202928,In Re Burns,California Court of Appeal,1958-06-06,16183,personal_injury,True,False,False,True,True,False,True,True,fail,criminal_habeas_signal,
US_california_1206357,Martin v. State Bar,California Supreme Court,1978-03-13,8841,fraud_damages,False,False,True,False,False,False,True,True,fail,out_of_state_or_not_california_state,
US_california_801599,Tong Xiong v. Tom Felker,Court of Appeals for the Ninth Circuit,2012-06-05,80086,unclear,False,True,True,True,False,False,True,True,fail,federal_case,
US_california_1211233,Legg v. Superior Court,California Court of Appeal,1958-01-15,4213,personal_injury,True,False,False,True,True,True,True,False,fail,criminal_habeas_signal,
US_california_1213961,In Re Dorsey,California Court of Appeal,1947-09-25,7349,fraud_damages,True,False,False,True,True,True,True,True,fail,criminal_habeas_signal,
US_california_1213967,Wilcox v. Berry,California Supreme Court,1948-07-02,6017,personal_injury,False,False,True,False,False,False,True,True,fail,out_of_state_or_not_california_state,insurance coverage signal present
US_california_705953,"Oran Edward HAMILTON, Petitioner-Appellant, v. UNITED STATES of America, Respondent-Appellee",Court of Appeals for the Ninth Circuit,1995-09-05,16395,unclear,False,True,True,True,False,False,True,False,fail,federal_case,
US_california_1217284,"Gillies v. La Mesa, Lemon Grove & Spring Valley Irrigation District",California Court of Appeal,1942-10-06,11871,contract_damages,True,False,False,False,False,True,True,False,fail,procedure_only_signal,
US_california_254074,"Isthmian Steamship Company, a Corporation v. California Spray-Chemical Corporation, a Corporation",Court of Appeals for the Ninth Circuit,1961-05-02,51572,personal_injury,False,True,True,False,False,False,True,True,fail,federal_case,
US_california_1221237,Gonzales v. Arbelbide,California Court of Appeal,1957-12-04,13092,personal_injury,True,False,False,False,False,False,True,False,fail,no_potential_fact_background,
US_california_335121,United States v. Rigoberto Torres-Rios,Court of Appeals for the Ninth Circuit,1976-06-10,7100,unclear,False,True,True,True,False,False,True,True,fail,federal_case,
US_california_1223674,Ahlstedt v. Board of Education,California Court of Appeal,1947-05-23,26026,unclear,True,False,False,False,True,False,True,True,fail,administrative_public_law_signal,
US_california_1040666,In re R.D. CA4/2,California Court of Appeal,2013-09-12,45715,personal_injury,True,False,False,False,True,False,True,True,fail,administrative_public_law_signal,
US_california_742388,"Randal A. Ruiz v. California Department of Corrections California Youth Authority Los Angeles Sheriff's Department Tonya Bowers, S.O., Mr. Leffal, A.C.O.S. Cathy Mayfield, Parole Agent Mr. Marusich, T.T.S. Mr. Smith, Program Admin. (y.t.s.) Deputy Quin, M.C.U. (i.a.s.d.) Mrs. Muir, Parole Agent, C.Y.A. In Covina, Ca Fire Captain Dennis, Camp 31 Walt Daly, V.O.A. Orange",Court of Appeals for the Ninth Circuit,1997-06-02,2207,unclear,False,True,True,False,False,True,False,False,fail,no_full_text_or_too_short,
US_california_1230310,Estate of Wunderle,California Supreme Court,1947-06-24,19795,unclear,False,False,True,False,False,False,True,False,fail,out_of_state_or_not_california_state,
US_california_1231953,McKnight v. State Bar,California Supreme Court,1991-06-06,35921,unclear,False,False,True,False,False,True,True,True,fail,out_of_state_or_not_california_state,
US_california_626053,"Stephen Henry v. Wellpoint, Inc.",Court of Appeals for the Eleventh Circuit,2012-03-26,3321,personal_injury,False,False,True,False,False,False,True,False,fail,out_of_state_or_not_california_state,insurance coverage signal present
US_california_1234699,People v. Stevens,California Court of Appeal,1939-05-17,10266,unclear,True,False,False,True,False,False,True,False,fail,criminal_habeas_signal,
US_california_1237076,Powell v. Johnson,California Court of Appeal,1942-03-24,5533,unclear,True,False,False,False,False,True,True,True,fail,attorney_fee_only_signal,
US_california_904060,P. v. Brewer CA3,California Court of Appeal,2013-06-20,2258,auto_accident,True,False,False,True,False,False,False,False,fail,no_full_text_or_too_short,
US_california_932952,Marriage of Mesbah CA4/3,California Court of Appeal,2013-06-26,23880,unclear,True,False,False,False,False,False,True,True,fail,no_liability_damages_keyword,
US_california_1242211,Greer v. Freitas,California Court of Appeal,1944-10-13,6490,auto_accident,True,False,False,False,False,False,True,True,pass,,
US_california_1198115,People v. Eberhard,California Court of Appeal,1952-11-12,10786,unclear,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_1199329,People v. Tenedor,California Court of Appeal,1951-11-16,9893,unclear,True,False,False,True,False,True,True,False,fail,criminal_habeas_signal,
US_california_1305093,In Re Lyons,California Supreme Court,1975-09-30,9686,fraud_damages,False,False,True,True,True,False,True,True,fail,out_of_state_or_not_california_state,
US_california_768598,"Frederick J. Tedori, Robin j.tedori v. Order and United States of America",Court of Appeals for the Ninth Circuit,2000-05-18,23708,unclear,False,True,True,False,False,True,True,True,fail,federal_case,
US_california_1258109,People v. Seely,California Court of Appeal,1946-07-26,6595,unclear,True,False,False,True,False,False,True,False,fail,criminal_habeas_signal,
US_california_775821,United States v. Christian Ramos-Godinez,Court of Appeals for the Ninth Circuit,2001-12-04,14294,auto_accident,False,True,True,True,False,False,True,True,fail,federal_case,
US_california_1261125,Mello v. Weaver,California Supreme Court,1950-12-13,13610,unclear,False,False,True,False,False,False,True,True,fail,out_of_state_or_not_california_state,
US_california_765203,"4805 Convoy, Inc., a California Corporation v. City of San Diego, a Political Subdivision of the State of California",Court of Appeals for the Ninth Circuit,1999-07-14,27563,personal_injury,False,True,True,False,True,True,True,True,fail,federal_case,
US_california_289950,"United States v. Robert Fox, United States of America v. Bertram C. Morris",Court of Appeals for the Ninth Circuit,1970-04-22,14409,personal_injury,False,True,True,True,False,False,True,True,fail,federal_case,ip signal present
US_california_791160,"Mid-Michigan Computer Systems, Inc. v. Marc Glassman, Inc.",Court of Appeals for the Sixth Circuit,2005-07-20,49206,fraud_damages,False,True,True,False,False,False,True,True,fail,federal_case,ip signal present; insurance coverage signal present
