case_id,origin_country,origin_state,primary_domain,case_domain,source_grounding_status,legal_leakage_status,legal_leakage_evidence,jurisdiction_leakage_status,jurisdiction_leakage_evidence,translation_equivalence_status,translation_equivalence_issues,translation_equivalence_warnings,fact_id_alignment_status,fact_has_parties,fact_has_conduct,fact_has_context,fact_has_timeline,fact_has_harm,fact_has_causation,fact_has_defense_context,fact_has_causal_sequence,mandatory_fact_dimensions,missing_mandatory_fact_dimensions,core_fact_sufficient,fact_sufficiency_score,preferred_fact_sufficiency,factual_background_sufficient,deterministic_qc_issues,llm_qc_status,llm_qc_findings,manual_review_recommended,final_eligible
KR_b7d634c2e03993e164,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
KR_68e0deec401c3edd58,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],True,True
KR_7f8df551c38264fcbe,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
KR_4e2107bebbe71bff1d,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
KR_9ff8adb69f213e129e,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""negation_presence_mismatch"",""unit_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
KR_55074ea924a215c67b,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
KR_12b9dc4aa1ee6e184c,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,False,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],pass,[],False,True
KR_13b881769bf8928779,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,False,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],pass,[],False,True
KR_60ac72230335410754,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,False,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],not_run,[],False,True
KR_d4a866bf8f86262c7f,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""unit_mismatch""]",pass,True,True,True,True,True,True,False,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],pass,[],False,True
KR_b9478acaee2bfa081a,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
KR_a3d84a1ae8d86e74c5,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,False,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],not_run,[],False,True
KR_86fdfbe3f16878dfcf,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
KR_26b3a33d5ab3eb8be8,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],True,True
KR_80cd6399334ab774b2,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,False,True,True,False,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,5,True,True,[],not_run,[],False,True
KR_df9ae8ebb4355cf9ab,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],True,True
KR_c9a36c832dbc482f8f,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""unit_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
KR_f358ab674e5ded71f1,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,False,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],not_run,[],False,True
KR_3d251e8be01dc48a0b,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
KR_f8eefffc009c58124b,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,False,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],pass,[],False,True
KR_c6a564478fdecad238,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],True,True
KR_29dbd6f831cc47236c,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,False,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],not_run,[],False,True
KR_6c7baac3a6e3991c4e,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""unit_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
KR_908095abe4f0d6d327,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,False,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],pass,[],False,True
KR_9d2e86f030a6ea99c5,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
KR_cd0b887a7a431369b9,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""unit_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],True,True
KR_196d874266db86b00d,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
KR_251ece560a954ca2fc,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,False,False,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,5,True,True,[],pass,[],False,True
KR_820a517fce55c93a84,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,False,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],not_run,[],False,True
KR_b8c149d3a7eebfddda,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],True,True
KR_5ebeddec620aad3412,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""unit_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,False,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],pass,[],False,True
KR_166fe3c2ec192a031c,KR,,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,False,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],pass,[],False,True
KR_d614974ea605954ae6,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,False,False,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,5,True,True,[],not_run,[],False,True
KR_3bdfa18ada600372f2,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,False,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],pass,[],False,True
KR_d35502ba94fbfc6c92,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,True,True,True,False,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],pass,[],False,True
KR_f3fe352a4c02d16f80,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,False,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],not_run,[],False,True
KR_78134d127e8ed36369,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,False,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],not_run,[],False,True
KR_973642690caa8c1765,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
KR_9fa690d66617cf987e,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
KR_eee8ecec3165d10cc6,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
KR_b1623e21ca7095a358,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
KR_47079dcb1572fd2e34,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
KR_8d7ca5d24afd11d1da,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,False,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],not_run,[],False,True
KR_1490ae2a5caa81b4c7,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,False,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],pass,[],True,True
KR_fade97268b1abdcfa2,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
